Level,Date and Time,Source,Event ID,Task Category
Information,1/27/2024 12:37:15 AM,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\WINDOWS\system32\IntelIHVRouter10.dll
"
Information,1/27/2024 12:37:15 AM,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,1/27/2024 12:37:13 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2032‎-‎10‎-‎20T09:22:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 12:37:13 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2039‎-‎04‎-‎22T09:36:38.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 12:37:13 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎1990‎-‎04‎-‎22T16:36:26.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 12:37:13 AM,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎1990‎-‎04‎-‎22T16:36:26.000000000Z) unloaded successfully."
Information,1/27/2024 12:37:13 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎1990‎-‎04‎-‎22T16:36:26.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 12:37:13 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2089‎-‎07‎-‎07T01:42:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 12:37:13 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎2059‎-‎02‎-‎13T17:28:11.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 12:37:13 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bfs' (10.0, ‎1989‎-‎12‎-‎07T18:41:03.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 12:37:12 AM,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,1/27/2024 12:37:12 AM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,1/27/2024 12:37:12 AM,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,1/27/2024 12:37:12 AM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,1/27/2024 12:37:12 AM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,1/27/2024 12:37:12 AM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,1/27/2024 12:37:11 AM,Microsoft-Windows-Directory-Services-SAM,16983,None,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods.

For more information please see https://go.microsoft.com/fwlink/?linkid=2150956.
"
Information,1/27/2024 12:37:11 AM,Microsoft-Windows-Directory-Services-SAM,16977,None,"The domain is configured with the following minimum password length-related settings.

MinimumPasswordLength: 0

RelaxMinimumPasswordLengthLimits: 0

MinimumPasswordLengthAudit: -1

For more information see https://go.microsoft.com/fwlink/?LinkId=2097191.
"
Information,1/27/2024 12:37:11 AM,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Warning,1/27/2024 12:37:11 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Information,1/27/2024 12:37:11 AM,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Warning,1/27/2024 12:37:11 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: sfapm"
Warning,1/27/2024 12:37:11 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: schannel"
Warning,1/27/2024 12:37:11 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: wdigest"
Warning,1/27/2024 12:37:11 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: cloudap"
Warning,1/27/2024 12:37:11 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: pku2u"
Warning,1/27/2024 12:37:11 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: tspkg"
Warning,1/27/2024 12:37:11 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: msv1_0"
Warning,1/27/2024 12:37:11 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: kerberos"
Warning,1/27/2024 12:37:11 AM,LsaSrv,6155,None,"LSA package is not signed as expected. This can cause unexpected behavior with Credential Guard.

PackageName: negoexts"
Information,1/27/2024 12:37:11 AM,LsaSrv,6156,None,"Virtualization Based Security for Credential Guard auto enablement status.

Hardware Requirements:	1
Domain Joined:	0
Azure AD Joined:	0"
Information,1/27/2024 12:37:11 AM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Error,1/27/2024 12:37:11 AM,Microsoft-Windows-WER-SystemErrorReporting,1001,None,"The computer has rebooted from a bugcheck.  The bugcheck was: 0x00000139 (0x000000000000001d, 0xffffa68c913c7290, 0xffffa68c913c71e8, 0x0000000000000000). A dump was saved in: C:\WINDOWS\Minidump\012724-13984-01.dmp. Report Id: 062b2242-f655-427c-b4b8-90365a4d82d0."
Information,1/27/2024 12:37:11 AM,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,1/27/2024 12:37:11 AM,Microsoft-Windows-Wininit,18,None,VBS Key Isolation was started and will protect VSM-isolated keys.
Information,1/27/2024 12:37:11 AM,Microsoft-Windows-IsolatedUserMode,1,None,Secure Trustlet \??\C:\WINDOWS\system32\lsaiso.exe Id 1 and Pid 648 started with status STATUS_SUCCESS.
Information,1/27/2024 12:37:11 AM,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information,1/27/2024 12:37:11 AM,Microsoft-Windows-Wininit,14,None,"Credential Guard configuration:

Registry Configuration: 0x2
Test Configuration: 0
Auto Enablement: 1"
Warning,1/27/2024 12:37:10 AM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device HID\Vid_8087&Pid_0AC2\6&1564e45f&0&0000.
Information,1/27/2024 12:37:10 AM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Warning,1/27/2024 12:37:10 AM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WudfRd failed to load for the device HID\Vid_8087&Pid_0AC2\6&281e9504&0&0000.
Information,1/27/2024 12:37:10 AM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Warning,1/27/2024 12:37:07 AM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WUDFRd failed to load for the device {DD8E82AE-334B-49A2-AEAE-AEB0FD5C40DD}\DetectionVerification\5&21c1c6a0&0&0.
Information,1/27/2024 12:37:07 AM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Information,1/27/2024 12:37:06 AM,Microsoft-Windows-Kernel-General,24,(11),The time zone information was refreshed with exit reason 0. Current time zone bias is -480.
Information,1/27/2024 12:37:05 AM,Netwtw10,7023,None,7023 - secure boot debug logging Quasar
Information,1/27/2024 12:37:05 AM,Netwtw10,7017,None,7017 - secure boot (SB) configuration
Information,1/27/2024 12:37:05 AM,Netwtw10,7010,None,7010 - driver enabled (miniport init)
Information,1/27/2024 12:37:05 AM,Netwtw10,7002,None,7002 - CTDP power limit value (SPLC)
Information,1/27/2024 12:37:05 AM,Netwtw10,7005,None,7005 - SAR value max TX power (WRDS)
Information,1/27/2024 12:37:05 AM,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,1/27/2024 12:37:05 AM,Netwtw10,7027,None,7027 - get Nic Manufacturere on init
Information,1/27/2024 12:37:05 AM,Netwtw10,7036,None,The \Device\NDMP1 service entered the Intel(R) Wireless-AC 9560 160MHz state.
Information,1/27/2024 12:37:04 AM,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,1/27/2024 12:37:04 AM,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{1c4cae2d-03f0-4a1e-9ce9-e80c3ca1b69f} (\Device\HarddiskVolume4) is healthy.  No action is needed.
Information,1/27/2024 12:37:04 AM,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,1/27/2024 12:37:04 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 157
Minimum performance percentage: 34
Minimum throttle percentage: 3"
Information,1/27/2024 12:37:04 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 157
Minimum performance percentage: 34
Minimum throttle percentage: 3"
Information,1/27/2024 12:37:04 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 157
Minimum performance percentage: 34
Minimum throttle percentage: 3"
Information,1/27/2024 12:37:04 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: Micro Power Engine Plugin (11 state(s))

Performance state type: ACPI Collaborative Processor Performance Control
Nominal Frequency (MHz): 2592
Maximum performance percentage: 157
Minimum performance percentage: 15
Minimum throttle percentage: 3"
Warning,1/27/2024 12:37:03 AM,Microsoft-Windows-Kernel-PnP,219,(212),The driver \Driver\WUDFRd failed to load for the device PCI\VEN_8086&DEV_1903&SUBSYS_1F611043&REV_0C\3&11583659&1&20.
Information,1/27/2024 12:37:03 AM,Microsoft-Windows-DriverFrameworks-UserMode,10118,Startup of the UMDF reflector,"UMDF reflector is unable to connect to service control manager (SCM). This is expected during boot, when SCM has not started yet. Will retry when it starts."
Critical,1/27/2024 12:37:02 AM,Microsoft-Windows-Kernel-Power,41,(63),"The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly."
Information,1/27/2024 12:37:02 AM,Microsoft-Windows-Kernel-Power,125,(86),"ACPI thermal zone \_TZ.TZ00 has been enumerated.             
_PSV = 0K             
_TC1 = 0             
_TC2 = 0             
_TSP = 0ms             
_AC0 = 344K             
_AC1 = 328K             
_AC2 = 323K             
_AC3 = 318K             
_AC4 = 313K             
_AC5 = 0K             
_AC6 = 0K             
_AC7 = 0K             
_AC8 = 0K             
_AC9 = 0K             
_CRT = 0K             
_HOT = 372K             
minimum throttle = 0             
_CR3 = 0K"
Information,1/27/2024 12:37:02 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎1979‎-‎12‎-‎20T00:12:41.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 12:37:01 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswMonFlt' (10.0, ‎2023‎-‎12‎-‎05T20:26:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 12:37:01 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎1983‎-‎08‎-‎19T10:58:35.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 12:37:01 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswSnx' (10.0, ‎2023‎-‎12‎-‎05T20:26:33.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 12:37:01 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'aswSP' (10.0, ‎2023‎-‎12‎-‎05T20:27:14.000000000Z) has successfully loaded and registered with Filter Manager."
Error,1/27/2024 12:37:01 AM,volmgr,162,None,Dump file generation succeded.
Information,1/27/2024 12:37:01 AM,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume3) is healthy.  No action is needed.
Information,1/27/2024 12:36:59 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎2086‎-‎08‎-‎04T19:20:16.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 12:36:59 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2079‎-‎02‎-‎27T06:03:00.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/27/2024 12:36:57 AM,Microsoft-Windows-HAL,16,None,The iommu fault reporting has been initialized.
Information,1/27/2024 12:36:57 AM,Microsoft-Windows-Kernel-General,20,(6),"The leap second configuration has been updated.
Reason: Leap second data initialized from registry during boot
Leap seconds enabled: true
New leap second count: 0
Old leap second count: 0"
Information,1/27/2024 12:36:57 AM,Microsoft-Windows-IsolatedUserMode,3,None,"Secure Kernel started with status STATUS_SUCCESS and flags HvciEnabled,HvciStrictMode."
Warning,1/27/2024 12:36:57 AM,Microsoft-Windows-Hyper-V-Hypervisor,167,None,"The hypervisor did not enable mitigations for side channel vulnerabilities for virtual machines because HyperThreading is enabled. To enable mitigations for virtual machines, disable HyperThreading."
Information,1/27/2024 12:36:57 AM,Microsoft-Windows-Hyper-V-Hypervisor,165,None,"Hypervisor configured mitigations for CVE-2019-11091, CVE-2018-12126, CVE-2018-12127, CVE-2018-12130 for virtual machines.

Processor not affected: true
Processor family not affected: false
Processor supports microarchitectural buffer flush: false
Buffer flush needed: true
"
